id,Город,Округ,Район,Улица,Дом,Общая,Жилая,Кухня,Этаж,Построен,Срок сдачи,Тип жилья,Высота потолков,Санузел,Ванная комната,Балкон/лоджия,Ремонт,Вид из окон,Площадь комнат,Отделка,Год постройки,Тип дома,Тип перекрытий,Подъезды,Лифты,Отопление,Аварийность,Парковка,Мусоропровод,Газоснабжение,Сдача комплекса,Застройщик,Класс,Кол-во корпусов,Ближайшее метро,Время до ближайшего метро,Цена
260302159,Москва,НАО (Новомосковский),Филимонковское поселение,№ 25 квартал,,"35,6 м²","10,3 м²","18,1 м²",1 из 9,,1 кв. 2023,Новостройка,"2,8 м",1 совмещенный,,,,Во двор,,Чистовая,,Панельный,,,,,,Гостевая,,,Сдача в 2022—2023,ПИК,Комфорт,5 корпусов,Филатов Луг, ⋅  13 мин. на транспорте,5 681 760 ₽
255056423,Москва,НАО (Новомосковский),Десеновское поселение,Новые Ватутинки Десна микрорайон,к15/3,"36,9 м²",,,9 из 15,,3 кв. 2023,Новостройка,"2,5 м",,,,,,,Чистовая,,"Панельный, монолитный",,,,,,"Подземная, гостевая",,,Сдача в 2021—2023,Стройком 1,Комфорт,6 корпусов,Ольховая, ⋅  9 мин. на транспорте,5 885 550 ₽
258841794,Москва,ЮВАО,р-н Люблино,Люблинская ул.,72С24,"35,6 м²","17,8 м²","8,8 м²",2 из 25,,4 кв. 2022,Новостройка,"2,85 м",,,,,,,Чистовая,,Монолитный,,,,,,"Отдельная многоуровневая, гостевая",,,Сдача в 2022—2024,Seven Suns Development,Комфорт,5 корпусов,Депо, ⋅  19 мин. пешком,6 870 800 ₽
260475535,Москва,СВАО,р-н Ярославский,Лосиноостровская ул.,вл45к2,"36,8 м²","12,3 м²","8,4 м²",11 из 26,,3 кв. 2021,Новостройка,"3,3 м",,,,,,,,,,,,,,,,,,,,,,Свиблово, ⋅  6 мин. на транспорте,6 918 400 ₽
255280267,Москва,НАО (Новомосковский),Коммунарка поселок,ул. Александры Монаховой,87к2,"33,8 м²","9,8 м²","16,8 м²",9 из 17,,4 кв. 2022,Новостройка,"2,65 м",1 совмещенный,,,,Во двор,,Чистовая,,"Панельный, монолитный",,,,,,"Отдельная многоуровневая, гостевая",,,"Сдача в 2021—2024, есть сданные",ПИК,Комфорт,46 корпусов,Бунинская аллея, ⋅  5 мин. на транспорте,7 125 040 ₽
258007350,Москва,НАО (Новомосковский),Десеновское поселение,Новые Ватутинки центральный микрорайон,к2/1,40 м²,,,4 из 16,,2023,Новостройка,"2,7 м",,,,,,,Чистовая,,"Панельный, монолитный",,,,,,"Отдельная многоуровневая, гостевая",,,"Сдача в 1—2 кв. 2023, есть сданные",Стройком,Комфорт,21 корпус,Ольховая, ⋅  13 мин. на транспорте,7 200 000 ₽
259695058,Москва,ЗАО,р-н Кунцево,Мякинино Парк жилой комплекс,к3/2,32 м²,"12,3 м²","10,1 м²",4 из 25,,3 кв. 2022,Новостройка,"2,7 м",1 совмещенный,,,,Во двор,,Чистовая,,Панельный,,,,,,"Подземная, гостевая",,,Сдача в 2021—2022,ПИК,Комфорт,9 корпусов,Строгино, ⋅  5 мин. на транспорте,7 459 200 ₽
251838494,Москва,НАО (Новомосковский),Московский,Первый Московский микрорайон,10-я фаза территория,"39,6 м²","15,4 м²",,23 из 25,,2 кв. 2022,Новостройка,3 м,,,,,,,Чистовая,,"Панельный, монолитный",,,,,,Гостевая,,,"Сдача в 1—2 кв. 2022, есть сданные",Абсолют Недвижимость,Комфорт,62 корпуса,Филатов Луг, ⋅  5 мин. на транспорте,7 616 751 ₽
259841904,Москва,СЗАО,р-н Покровское-Стрешнево,Волоколамское ш.,вл71/22,"28,2 м²",16 м²,"3,7 м²",7 из 22,,4 кв. 2021,Новостройка Апартаменты,"2,87 м",,,,,,,Без отделки,,Монолитный,,,,,,"Подземная, гостевая",,,Сдача в 2 кв. 2022,ГК ФСК,Бизнес,3 корпуса,Тушинская, ⋅  6 мин. пешком,7 676 886 ₽
259921723,Москва,САО,р-н Западное Дегунино,Ижорская ул.,6С5,"34,5 м²",10 м²,"17,1 м²",4 из 17,,2 кв. 2023,Новостройка,"2,62 м",1 совмещенный,,,,,,Чистовая,,Монолитный,,,,,,"Отдельная многоуровневая, гостевая",,,Сдача в 2022—2023,ПИК,Комфорт,4 корпуса,Ховрино, ⋅  4 мин. на транспорте,7 993 650 ₽
258015161,Москва,ЮЗАО,р-н Южное Бутово,Южные Сады жилой комплекс,,"38,3 м²","14,8 м²","11,3 м²",4 из 23,,4 кв. 2023,Новостройка,"2,99 м",1 совмещенный,,,,Во двор,,Чистовая,,Монолитный,,,,,,"Подземная, гостевая",,,Сдача в 4 кв. 2023,А101,Комфорт,5 корпусов,,,8 230 172 ₽
251951518,Москва,ЮВАО,р-н Рязанский,проезд Проектируемый № 1251,,"25,32 м²","13,4 м²","2,8 м²",2 из 15,,4 кв. 2022,Новостройка,"2,85 м",,,,,,,"Предчистовая, чистовая",,Монолитный,,,,,,Гостевая,,,Сдача в 4 кв. 2022,СЗ ЖК 2/1,Комфорт,2 корпуса,Стахановская, ⋅  1 мин. пешком,8 362 209 ₽
260333243,Москва,НАО (Новомосковский),Коммунарка поселок,Аквилон Парк жилой комплекс,,"34,1 м²","15,7 м²","10,2 м²",12 из 14,,2 кв. 2022,Новостройка,,1 совмещенный,,1 балкон,,На улицу и двор,,Чистовая,,Монолитный,,,,,,"Подземная, гостевая",,,Сдача в 2 кв. 2022,Группа Аквилон,Комфорт,1 корпус,,,8 509 507 ₽
253615782,Москва,ЮВАО,р-н Нижегородский,Аквилон Бисайд жилой комплекс,,"33,5 м²",,,2 из 25,,3 кв. 2023,Новостройка,,,,,,На улицу и двор,,,,,,,,,,,,,,,,,Нижегородская, ⋅  14 мин. пешком,8 553 294 ₽
256184996,Москва,НАО (Новомосковский),Сосенское поселение,Прокшино жилой комплекс,,"37,2 м²","14,2 м²","12,2 м²",11 из 16,,2 кв. 2023,Новостройка,"2,99 м",1 совмещенный,,,,Во двор,,"Предчистовая, черновая, чистовая",,Монолитно-кирпичный,,,,,,"Подземная, гостевая",,,Сдача в 2022—2023,А101,Бизнес,18 корпусов,Прокшино, ⋅  10 мин. пешком,8 610 712 ₽
258408308,Москва,ЮВАО,р-н Нижегородский,Перовское 2 жилой комплекс,к1.2,"34,6 м²","14,1 м²","10,6 м²",23 из 33,,4 кв. 2022,Новостройка,"2,63 м",1 совмещенный,,,,,,Чистовая,,Монолитный,,,,,,Гостевая,,,Сдача в 2022—2023,ПИК,Комфорт,4 корпуса,Нижегородская, ⋅  10 мин. пешком,8 632 700 ₽
257729940,Москва,СЗАО,р-н Митино,Аквилон Митино жилой комплекс,к3,"40,85 м²","15,8 м²","11,8 м²",2 из 24,,4 кв. 2022,Новостройка,,1 совмещенный,,1 лоджия,,На улицу и двор,,,,,,,,,,,,,,,,,Митино, ⋅  6 мин. на транспорте,8 895 962 ₽
259311384,Москва,САО,р-н Тимирязевский,3-й Нижнелихоборский проезд,1к3,"31,9 м²","12,2 м²","10,1 м²",9 из 19,,2 кв. 2023,Новостройка,"2,8 м",1 совмещенный,,,,,,,,,,,,,,,,,,,,,Окружная, ⋅  10 мин. пешком,8 970 280 ₽
258263150,Москва,ВАО,р-н Гольяново,Амурский парк жилой комплекс,,"39,9 м²","14,1 м²","15,1 м²",7 из 33,,4 кв. 2022,Новостройка,"2,7 м",1 раздельный,,,,,,Чистовая,,Панельный,,,,,,"Подземная, гостевая",,,Сдача в 4 кв. 2022,ПИК,Комфорт,4 корпуса,Черкизовская, ⋅  14 мин. пешком,9 240 840 ₽
259293428,Москва,ЗАО,р-н Можайский,Стеллар Сити жилой комплекс,,"40,1 м²",,,2 из 13,,4 кв. 2022,Новостройка,"3,1 м",,,,,,,"Предчистовая, черновая",,Монолитный,,,,,,"Подземная, гостевая",,,Сдача в 2021—2024,Ташир,Бизнес,7 корпусов,Давыдково, откроется в 2021,9 283 150 ₽
260302101,Москва,ЮВАО,р-н Рязанский,2-я Институтская ул.,6к6,"43,6 м²","13,5 м²","20,4 м²",13 из 30,,4 кв. 2022,Новостройка,"2,72 м",1 совмещенный,,,,На улицу,,Без отделки,,Монолитный,,,,,,"Подземная, гостевая",,,"Сдача в 2022—2024, есть сданные",ПИК,Комфорт,6 корпусов,Окская, ⋅  7 мин. пешком,9 369 640 ₽
259655479,Москва,ЗАО,р-н Очаково-Матвеевское,Мичуринский Парк жилой комплекс,к1.4,"36,5 м²","10,7 м²","18,2 м²",6 из 33,,3 кв. 2023,Новостройка,"2,62 м",1 совмещенный,,,,,,Чистовая,,Монолитный,,,,,,"Подземная, гостевая",,,Сдача в 3—4 кв. 2023,ПИК,Комфорт,8 корпусов,Озерная, ⋅  8 мин. пешком,9 767 400 ₽
256190443,Москва,НАО (Новомосковский),Сосенское поселение,Испанские Кварталы 2 жилой комплекс,к5/3,"43,6 м²","18,3 м²","13,3 м²",2 из 15,,3 кв. 2022,Новостройка,"2,8 м",1 совмещенный,,,,На улицу,,"Предчистовая, черновая, чистовая",,"Монолитно-кирпичный, монолитный",,,,,,"Подземная, гостевая",,,"Сдача в 2021—2022, есть сданные",А101,Комфорт,68 корпусов,Прокшино, ⋅  8 мин. на транспорте,9 824 432 ₽
259921732,Москва,СВАО,р-н Южное Медведково,Полярная 25 жилой комплекс,к6,42 м²,"19,7 м²","12,7 м²",14 из 33,,4 кв. 2022,Новостройка,"2,65 м",1 совмещенный,,,,Во двор,,Чистовая,,"Панельный, монолитный",,,,,,"Подземная, отдельная многоуровневая, гостевая",,,"Сдача в 2022—2024, есть сданные",ПИК,Комфорт,10 корпусов,Медведково, ⋅  5 мин. на транспорте,9 773 400 ₽
259013461,Москва,ЗАО,р-н Очаково-Матвеевское,Вестердам жилой комплекс,,"27,37 м²",,,20 из 27,,2 кв. 2022,Новостройка,,,,,,,,Чистовая,,Монолитный,,,,,,"Подземная, гостевая",,,Сдача в 2—3 кв. 2022,ИНТЕКО,Комфорт,6 корпусов,Аминьевское шоссе, откроется в 2021,9 853 200 ₽
257441992,Москва,СВАО,р-н Ярославский,ул. Красная Сосна,3к1,39 м²,"18,2 м²","10,6 м²",2 из 22,,3 кв. 2021,Новостройка,"2,8 м",,,1 балкон,,,,"Без отделки, предчистовая, чистовая",,Монолитно-кирпичный,,,,,,"Подземная, гостевая",,,"Сдача в 3 кв. 2021, есть сданные",ГК ФСК,Комфорт,4 корпуса,Выставочный центр, ⋅  6 мин. на транспорте,10 184 148 ₽
260136635,Москва,ЮЗАО,р-н Обручевский,Эвер жилой комплекс,,"30,6 м²",,,13 из 34,,4 кв. 2023,Новостройка,,,,,,,,Предчистовая,,Монолитный,,,,,,"Подземная, гостевая",,,Сдача в 4 кв. 2023,TEKTA GROUP,Бизнес,3 корпуса,Воронцовская, откроется в 2021,10 452 960 ₽
